Producto;Código producto;Partida;Depósito;Stock:cant.1;Unidad ppal;Moneda del producto;Cotización;Familia;Estadopartida;Cantidadgestionar
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA SENINGER N° 21 M38;TALLER FINCA TOLLOCHE;2.480.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ORRING 328963 M60;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ZOCALO DE PLAQUETA M60;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ADAPTADOR DE BRIDA 1730785 M66;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SOPORTE ANTENA DE FLOTACION 2 M06;TALLER FINCA TOLLOCHE;31.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SAPO PARTE DE AFUERA M33;TALLER FINCA TOLLOCHE;12.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"ESPIGA HM 2"" M46";TALLER FINCA TOLLOCHE;16.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"REDUCCION MACHO DE 1"" A 3/4 M43";TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANCHON M28;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"ABRAZADERA INOXIDABLE 8 5/8"" 994507 M52";TALLER FINCA TOLLOCHE;15.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUERPO PLASTICO SELLO DE DRENAJE 246170 M28;TALLER FINCA TOLLOCHE;9.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"ABRAZADERA CINTA 6"" CABLE EJE DE TORRE 271021 M47";TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"ABRAZADERA CINTA 8"" CABLE DE TRAMO M47";TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PLAQUETA DE RELAY CAJA GUIA 315610 M32;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ABRAZADERA 3/4 M42;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA UP3 N° 18,5 M38;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ESPARRAGO 164105 9/16X1-13/16 M04;TALLER FINCA TOLLOCHE;180.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;DESTELLADOR BAC-3RR110 M71;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RODAMIENTO DE EJE BOMBA 6316 ABIERTO M63;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;REGULADOR DE PRESION KOMET 10 PSI KRE10 M01;TALLER FINCA TOLLOCHE;40.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUELLO DE CISNE 180° 111-GN1806B M47;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MOTORREDUCTOR ULTIMA TORRE 03E2056 M02;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TURBINA CORNELL 13.5 997235 M03;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ; RETEN 03E1750 M37;TALLER FINCA TOLLOCHE;34.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ; BULON 1/2 X 1 1/4 161027 M27;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;KIT TRANSDUCTOR PRESION 931K013 M32;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ; TUERCA DE ESPARRAGO MAZA 134039 / 134049 M04;TALLER FINCA TOLLOCHE;349.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TUERCA 5/16-24 M04;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ; BOQUILLA 180° 20 496200 M55;TALLER FINCA TOLLOCHE;28.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CAÑO INTERMEDIO 8 5/8 9360094 M;TALLER FINCA TOLLOCHE;38.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RODAMIENTO PUNTA SINFIN HM88649/610 M40;TALLER FINCA TOLLOCHE;31.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CAÑO INTERMEDIO 6 5/8 9360124 M;TALLER FINCA TOLLOCHE;123.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ARO DE DESGASTE CHICO FABRICADO M68;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN DE HYD 24897 M20;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RODAMIENTO DE EJE BOMBA 6313 / 2Z-C3 M62;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SEGURO ARAÑA MB-16  M21;TALLER FINCA TOLLOCHE;12.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PRISIONERO PARA HD S/UBICACION M;TALLER FINCA TOLLOCHE;10.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TORNILLO ROTOR A14384-12B-SD/CORNELL M62;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN HD SAV - 5366/CORNELL M36;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BUJE DE BRONCE 80 X 60 X 170 M68;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TURBINA CORNELL 13.5 997235 M;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;SELLO LABERINTO INT 84 MM X 64 MM M68;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ORRING DE EJE 328963 M60;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ANTENA GUÍA 03E3831 M57;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONTACTOR AUXILIAR GUARDA FASE 3E1849 M11;TALLER FINCA TOLLOCHE;5.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PERILLA DE LLAVE SELECTORA 9902090 M12;TALLER FINCA TOLLOCHE;18.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN DOBLE MAZA 258028/224306AP5Y-1 M35;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;KIT REMOTO KA01207 M23;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TIMER PORCENTAJE 30SEG. 03E2695 M22;TALLER FINCA TOLLOCHE;7.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;AUXILIAR INTERIOR 314747/D11N00 M16;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUBETA PUNTA DE EJE MAZA JLM104910 M40;TALLER FINCA TOLLOCHE;18.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RODAMIENTO PARA CORONA 387A M40;TALLER FINCA TOLLOCHE;33.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUBETA PARA PUNTA DE SINFIN HM89410 M40;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONECTOR PLAQUETA - 8 PINES 1813162 M11;TALLER FINCA TOLLOCHE;9.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;KIT DE LUZ KA09086 M30;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN DE MANCHON 26190/ PIONER M36;TALLER FINCA TOLLOCHE;7.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"FLEXIBLE DE SUCCION 14"" 1731513 M01";TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PLAQUETA DE RELAY PANEL 03E2300 M11;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;GOMA DE DRENAJE 232568 M28;TALLER FINCA TOLLOCHE;13.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;DESTELLADOR BAC-5RR110 M71;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MODULO SEGURIDAD 03E1547 M65;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ABRAZADERA ABR0684 M82;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;JUEGO DE TORNILLO KA09003 M82;TALLER FINCA TOLLOCHE;20.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CORREA A67 M71;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;FUSIBLE 10 X 38 X 25 AMP 500V M22;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANGO FLEXIBLE - 6 5/8 1800318 M05;TALLER FINCA TOLLOCHE;30.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANCHON DE CRUCETA 996201 M23 - M18;TALLER FINCA TOLLOCHE;84.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BUJE CAJA BOX 1703336 M33;TALLER FINCA TOLLOCHE;9.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOTON STOP 03E1564 M27;TALLER FINCA TOLLOCHE;8.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ORRING DE TAPA DE MAZA 2-148 69.57-73.09-2.62 M16;TALLER FINCA TOLLOCHE;70.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MICRO DE DIRECCIÓN 03E0307 M13;TALLER FINCA TOLLOCHE;167.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PARARRAYO AG6503L3 M16;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONO DE AJUSTE - BOMBA CORNELL  M62;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"CODO 90° 2"" PVC.. M42";TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CAJA DE TORRE PAR TORRE M75 - M80;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PULSADOR P-ROJO M21;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MICRO AUTO STOP AUTOREVERSA 1812342 M01;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TERMINAL ROSCADO NARANJA - 2.5 MM  M20;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ADHESIVO INSTANTANEO LOCX 4414 M67;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;JUNTA 485X350X5 12 AGUJEROS DE 21 MM  M55;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANGUERA DE BAJANTE 3/4 X 75 MTS 272033 M01;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN MOTOR DE BOBINA LARGA DBH 5313 M36;TALLER FINCA TOLLOCHE;22.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CUBRE CARDAN 992715 M55;TALLER FINCA TOLLOCHE;109.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CAÑO GALVANIZADO 2 1/2 X 6 MTS M;TALLER FINCA TOLLOCHE;5.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"ABRAZADERA INOXIDABLE 8"" 991147 M52";TALLER FINCA TOLLOCHE;27.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RODAMIENTO PUNTA SINFIN HM88649 M40;TALLER FINCA TOLLOCHE;5.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA SENINGER N° 20  M38;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOBINADO MOTOR TORRE INTERMEDIA  M03;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;EQUIPO AGX RIEGO M55;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;FUSIBLE 30 AMP. FRS-R-30 M12;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONECTOR MODULO GUÍA 315721 M11;TALLER FINCA TOLLOCHE;4.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PULSADOR XB7NA31 M60;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;PLAQUETA DE OSCILADOR 315585 M22;TALLER FINCA TOLLOCHE;2.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;GABINETE METALICO 300 X 450 X 225 M64;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TERMINAL ROSCADO AZUL - 2 MM  M20;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;ESPIGA DOBLE 3/4 M42;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RETEN SAV 6061 M37;TALLER FINCA TOLLOCHE;44.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONTRAPESO 430031 M57;TALLER FINCA TOLLOCHE;78.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;FLOTANTE TANQUE DE COMBUSTIBLE 993382 M04;TALLER FINCA TOLLOCHE;10.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA 21.5 I-WOB 430728 M42;TALLER FINCA TOLLOCHE;50.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA SENINGER 19 - I-WOB 430692 M38;TALLER FINCA TOLLOCHE;34.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;REGULADOR DE CARGA SOLAR  M72;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;RODAMIENTO PUNTA SINFÍN HM89446 M40;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;"REDUCCION BRIDA 8"" 9362308   M77";TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONO-CUBETA CORONA 387A 382A SET 74 M40;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONECTOR PLAQUETA - 6 PINES 1813161 M11;TALLER FINCA TOLLOCHE;7.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CABLE CINTA 26 PINES 1812846 M11;TALLER FINCA TOLLOCHE;11.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TEMPORIZADOR PENULTIMA TORRE KA01519 M10;TALLER FINCA TOLLOCHE;3.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;BOQUILLA UP3 N° 19  M38;TALLER FINCA TOLLOCHE;300.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CONTACTOR TRIPOLAR 40 A 110 VAC M10;TALLER FINCA TOLLOCHE;1.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;CODO HH 90° 3/4 M41;TALLER FINCA TOLLOCHE;5.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TERMINAL DE OJO AISLADO 4-6 M4 M17;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;TERMINAL DE OJO AISLADO 4-6 M8 M17;TALLER FINCA TOLLOCHE;6.000.000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;POLEA DE ACERO 100MM  M04;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
INSUMOS  EQUIPO RIEGO   ;INSUMOS EQUIPO RIEGO   ;MANOMETRO DE 0-60 PSI 232442 M23;TALLER FINCA TOLLOCHE;0.000000;Unidades;Dolares;14.790.000;EQUIPOS DE RIEGO;;
